,CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE,PreviousName_1.CompanyName,PreviousName_2.CONDATE,PreviousName_2.CompanyName,PreviousName_3.CONDATE,PreviousName_3.CompanyName,PreviousName_4.CONDATE,PreviousName_4.CompanyName,PreviousName_5.CONDATE,PreviousName_5.CompanyName,PreviousName_6.CONDATE,PreviousName_6.CompanyName,PreviousName_7.CONDATE,PreviousName_7.CompanyName,PreviousName_8.CONDATE,PreviousName_8.CompanyName,PreviousName_9.CONDATE,PreviousName_9.CompanyName,PreviousName_10.CONDATE,PreviousName_10.CompanyName,ConfStmtNextDueDate,ConfStmtLastMadeUpDate,CompanyNumberFromURI,record_found,ConfStmtIsfDue,non_null_count
169,Airly Limited,13463723,,,C/O Prydis Legal Senate Court,Southernhay Gardens,Exeter,Devon,England,EX1 1NT,Private Limited Company,Dissolved,England,,2021-06-18,30,6,2024-03-31,2022-06-30,MICRO-ENTITY,2022-07-16,,0,0,0,0,47910 - Retail sale via mail order houses or via Internet,,,,0,0,http://business.data.gov.uk/id//company/13463723,,,,,,,,,,,,,,,,,,,,,2025-03-21,2024-03-07,13463723,True,False,31
170,Bulldog Trans Ltd,13489189,,,11 The Mead,,Watford,,England,WD19 5BY,Private Limited Company,Dissolved,England,,2021-07-01,31,7,2024-04-30,2022-07-31,MICRO-ENTITY,2022-07-29,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id//company/13489189,,,,,,,,,,,,,,,,,,,,,2024-07-14,2024-06-30,13489189,True,False,29
171,Bullen Und Baeren Stiftung Ltd,13515047,,,Suite A Bank House,81 Judes Road,Egham,,England,TW20 0DF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,England,,2024-08-01,31,7,2026-04-30,2024-07-31,DORMANT,2022-08-13,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/13515047,,,,,,,,,,,,,,,,,,,,,2025-07-29,2024-07-15,13515047,True,False,30
172,Buller & Buller Ltd,13549465,,,Apartment 1 6-7 Victoria Parade,Bayview Apartments,Torquay,Devon,England,TQ1 2BB,Private Limited Company,Dissolved,England,,2021-08-05,31,8,2025-05-31,2023-08-31,DORMANT,2022-09-02,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/13549465,,,,,,,,,,,,,,,,,,,,,2024-08-18,2023-08-04,13549465,True,False,31
173,Arkstone Investment Limited,13556107,,,Unit 2.02 High Weald House,Glovers End,Bexhill,East Sussex,United Kingdom,TN39 5ES,Private Limited Company,Active,United Kingdom,,2024-09-01,31,8,2026-05-31,2024-08-31,TOTAL-EXEMPTION-FULL,2022-09-06,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/13556107,,,,,,,,,,,,,,,,,,,,,2025-08-19,2024-08-05,13556107,True,False,31
174,Bulldog Property Sources Ltd,13575772,,,12 Beresford Rd,,Ramsgate,Kent,England,CT11 9BH,Private Limited Company,Active,England,,2021-08-19,31,8,2023-05-19,,NO ACCOUNTS FILED,2022-09-16,,0,0,0,0,70229 - Management consultancy activities other than financial management,98000 - Residents property management,,,0,0,http://business.data.gov.uk/id//company/13575772,,,,,,,,,,,,,,,,,,,,,2025-09-01,2024-08-18,13575772,True,False,30
175,Bullen & Son Limited,13581080,,,92 Ravenscroft,Holmes Chapel,Crewe,,England,CW4 7HJ,Private Limited Company,Active,England,,2023-09-01,31,8,2025-05-31,2023-08-31,MICRO-ENTITY,2022-09-21,,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id//company/13581080,,,,,,,,,,,,,,,,,,,,,2025-09-06,2024-08-23,13581080,True,False,30
176,Airmail Press Ltd,13645028,,,20 The Cross,Wivenhoe,Colchester,,England,CO7 9QW,Private Limited Company,Active,England,,2023-10-01,30,9,2025-06-30,2023-09-30,DORMANT,2022-10-25,,0,0,0,0,58110 - Book publishing,,,,0,0,http://business.data.gov.uk/id//company/13645028,,,,,,,,,,,,,,,,,,,,,2025-10-10,2024-09-26,13645028,True,False,30
177,Airly Air Quality Services Ltd,13653711,,,3rd Floor 86-90 Paul Street,EAST MIDLANDS AIRPORT,London,,England,EC2A 4NE,Private Limited Company,Active,England,,2024-01-01,31,12,2025-09-30,2023-12-31,TOTAL-EXEMPTION-FULL,2022-10-28,,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id//company/13653711,,,,,,,,,,,,,,,,,,,,,2025-10-14,2024-09-30,13653711,True,False,30
178,Bulldog Properties Ltd,13732085,,,Unit 2 Olympic Court Whitehills Business Park,Boardmans Way,Blackpool,Lancashire,United Kingdom,FY4 5GU,Private Limited Company,Dissolved,United Kingdom,,2021-11-09,30,11,2024-08-31,2022-11-30,DORMANT,2022-12-07,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/13732085,,,,,,,,,,,,,,,,,,,,,2024-11-22,2023-11-08,13732085,True,False,31
179,Bullen Dimond Properties Limited,13737458,,,Rutland House Minerva Business Park,Lynch Wood,Peterborough,,England,PE2 6PZ,Private Limited Company,Active,England,,2025-04-01,31,3,2026-12-31,2025-03-31,DORMANT,2022-12-09,,0,0,0,0,68100 - Buying and selling of own real estate,68201 - Renting and operating of Housing Association real estate,68209 - Other letting and operating of own or leased real estate,68320 - Management of real estate on a fee or contract basis,0,0,http://business.data.gov.uk/id//company/13737458,,,,,,,,,,,,,,,,,,,,,2025-06-09,2024-05-26,13737458,True,False,33
180,Arktech Enterprise Limited,13744283,,,1 St Anns Road South,Heald Green,Cheadle,,England,SK8 3DZ,Private Limited Company,Active,England,,2023-12-01,30,11,2025-08-31,2023-11-30,MICRO-ENTITY,2022-12-13,,0,0,0,0,46900 - Non-specialised wholesale trade,,,,0,0,http://business.data.gov.uk/id//company/13744283,,,,,,,,,,,,,,,,,,,,,2025-11-28,2024-11-14,13744283,True,False,30
181,Bullen Roofing Ltd,13762399,,,13-17 High Beech Road,,Loughton,,England,IG10 4BN,Private Limited Company,Active,England,,2024-04-01,31,3,2025-12-31,2024-03-31,MICRO-ENTITY,2022-12-22,,0,0,0,0,43910 - Roofing activities,,,,0,0,http://business.data.gov.uk/id//company/13762399,,,,,,,,,,,,,,,,,,,,,2025-12-07,2024-11-23,13762399,True,False,29
182,Airline Global Solutions Ltd,13776613,,,12 High Road,Balby,Doncaster,,England,DN4 0PL,Private Limited Company,Dissolved,England,,,31,12,,,NULL,,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id//company/13776613,,,,,,,,,,,,,,,,,,,,,,,13776613,True,False,24
183,Bullens Rentals Limited,13897996,,,170 Honey Lane,,Waltham Abbey,,England,EN9 3BE,Private Limited Company,Active,England,,2024-02-29,28,2,2025-11-30,2024-02-28,MICRO-ENTITY,2023-03-07,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id//company/13897996,,,,,,,,,,,,,,,,,,,,,2026-04-09,2025-03-26,13897996,True,False,29
184,Bullee Secure Transport Ltd,13914128,,,8 Twisleton Court,Priory Hill,Dartford,Kent,England,DA1 2EN,Private Limited Company,Active,England,,2024-03-01,28,2,2025-11-30,2024-02-29,TOTAL-EXEMPTION-FULL,2023-03-14,,0,0,0,0,52290 - Other transportation support activities,,,,0,0,http://business.data.gov.uk/id//company/13914128,,,,,,,,,,,,,,,,,,,,,2026-02-27,2025-02-13,13914128,True,False,31
185,Arktech It Solutions Ltd,13922589,,,116 Pierrefondes Avenue,,Farnborough,,England,GU14 8NZ,Private Limited Company,Active,England,,2024-02-29,28,2,2025-11-30,2024-02-28,MICRO-ENTITY,2023-03-17,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id//company/13922589,,,,,,,,,,,,,,,,,,,,,2026-01-19,2025-01-05,13922589,True,False,29
186,Bulldogagency. Ltd,13954305,,,71-75 Shelton Street,Covent Garden,London,,United Kingdom,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,2025-04-01,31,3,2026-12-31,2025-03-31,DORMANT,2023-04-01,,0,0,0,0,73110 - Advertising agencies,,,,0,0,http://business.data.gov.uk/id//company/13954305,2024-07-03,BULLDOGAGENCY. LTD,,,,,,,,,,,,,,,,,,,2026-03-27,2025-03-13,13954305,True,False,32
187,Bullen Construction Limited,13983108,,,1 Paddock Lane,,Blackburn,Lancashire,United Kingdom,BB1 2EF,Private Limited Company,Active,United Kingdom,,2024-04-01,30,3,2025-12-30,2024-03-31,MICRO-ENTITY,2023-04-14,,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id//company/13983108,,,,,,,,,,,,,,,,,,,,,2025-10-05,2024-09-21,13983108,True,False,30
188,Airliners Live Ltd,14062002,,,City Heliport Old University Building,Liverpool Road,Eccles,Manchester,England,M30 7RU,Private Limited Company,Active,England,,2024-05-01,30,4,2026-01-31,2024-04-30,MICRO-ENTITY,2023-05-20,,0,0,0,0,59112 - Video production activities,,,,0,0,http://business.data.gov.uk/id//company/14062002,,,,,,,,,,,,,,,,,,,,,2026-04-29,2025-04-15,14062002,True,False,31
189,Airliners Live Ltd,14063003,,,38 Dartmouth Avenue,LIVERPOOL ROAD,Woking,Manchester,England,GU21 5PJ,Private Limited Company,Dissolved,England,,,30,4,,,NULL,,,0,0,0,0,59113 - Video production activities,,,,0,0,http://business.data.gov.uk/id//company/14063003,,,,,,,,,,,,,,,,,,,,,,,14063003,True,False,25
190,Bulldog Trading Ltd,14071903,,,Mj Accountancy Suites 2 & 3 Bow Street Chambers,1/2 Bow Street,Rugeley,Staffordshire,England,WS15 2BT,Private Limited Company,Active,England,,2024-05-01,30,4,2026-01-31,2024-04-30,DORMANT,2023-05-25,,0,0,0,0,"77400 - Leasing of intellectual property and similar products, except copyright works",,,,0,0,http://business.data.gov.uk/id//company/14071903,2022-09-21,BULLDOG GEAR TRADING LTD,,,,,,,,,,,,,,,,,,,2026-05-10,2025-04-26,14071903,True,False,33
191,Airmacs Aviation Limited,14093783,,,7 Bell Yard,,London,,England,WC2A 2JR,Private Limited Company,Active,England,,2024-06-01,31,5,2026-02-28,2024-05-31,MICRO-ENTITY,2023-06-06,,0,0,0,0,51102 - Non-scheduled passenger air transport,51210 - Freight air transport,52290 - Other transportation support activities,,0,0,http://business.data.gov.uk/id//company/14093783,,,,,,,,,,,,,,,,,,,,,2025-05-22,2024-05-08,14093783,True,False,31
192,Airlink Management Limited,14186934,,,Leigh House 28-32 St Paul's Street,ST PAUL'S STREET,Leeds,West Yorkshire,United Kingdom,LS1 2JT,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,DORMANT,2023-07-19,,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id//company/14186934,,,,,,,,,,,,,,,,,,,,,2025-07-04,2024-06-20,14186934,True,False,31
193,Arkwell Consulting Ltd,14198358,,,128 City Road,,London,,United Kingdom,EC1V 2NX,Private Limited Company,Active,United Kingdom,,2024-07-01,30,6,2026-03-31,2024-06-30,MICRO-ENTITY,2023-07-25,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id//company/14198358,,,,,,,,,,,,,,,,,,,,,2025-07-24,2024-07-10,14198358,True,False,29
194,Arksun Properties Ltd,14205068,,,Unit 2 Burley House,Rowditch Place,Derby,,England,DE22 3LR,Private Limited Company,Active,England,,2024-07-01,30,6,2026-03-31,2024-06-30,TOTAL-EXEMPTION-FULL,2023-07-28,,0,0,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id//company/14205068,,,,,,,,,,,,,,,,,,,,,2025-07-13,2024-06-29,14205068,True,False,31
